uid,address,postCode,defaultType
a250f9da3b23f5f11d85f7c18d8af521,"10 UPPER BANK STREET (19TH FLOOR), CANARY WHARF, LONDON",E14 5BF,registered
de772f6112fe3a83f2273b6b804e8456,"MW1 BUILDING 557 SHOREHAM ROAD, HEATHROW AIRPORT, LONDON",TW6 3RT,registered
d59e6137edc318fad7e9740aa443ed1c,"SUITE 3 REGENCY HOUSE 91, WESTERN ROAD, BRIGHTON",BN1 2NW,registered
8064badcd93803f27f3ed321dcdc5b23,"DUKES COURT, DUKE STREET, WOKING, SURREY",GU21 5BH,registered
7fc7a32c9304e62051fce93a0e46bfb3,"DUKE'S COURT, DUKE STREET, WOKING, SURREY",GU21 5BH,registered
30a1a78efd3054d1be2c7c3d40bdafb3,"SHELL CENTRE, LONDON",SE1 7NA,registered
cde2bcb378d7a4de323edd1de0eb518b,"5-7 ALEXANDRA ROAD, HEMEL HEMPSTEAD, HERTFORDSHIRE",HP2 5BS,registered
7a8fac861cc69e708aa89b3c7136c613,"SUITE 44 (C/O BEST4BUSINESS ACCOUNTANTS) BEAUFORT COURT, ADMIRALS WAY, LONDON",E14 9XL,registered
622c2ab01db3b7b507f1544b0a2974b3,"KELVIN BUILDING BRAMAH AVENUE, EAST KILBRIDE, GLASGOW",G75 0RD,registered
f9063598d95022471c05262f170bcf87,"TECHNOLOGY CENTRE, WHITCHURCH HILL, PANGBOURNE, READING",RG8 7QR,registered
1d8fe1cf64a675b9e4e2a33a75e8ae4d,"BUILDING 1204 SANDRINGHAM ROAD, HEATHROW AIRPORT, HOUNSLOW, MIDDX",TW6 3SH,registered
bd48457893a293cc5e9da8b91bbe3209,"3 WATERFRONT BUSINESS PARK, DUDLEY ROAD, BRIERLEY HILL, WEST MIDLANDS",DY5 1LX,registered
a4671658b0f94ad9433e41b8f24de9ea,"7TH FLOOR, 33 HOLBORN, LONDON",EC1N 2HU,registered
2cbe2fb04816ee6699b4adca4580434f,"C/O JOHNSTON CARMICHAEL BISHOP'S COURT, 29 ALBYN PLACE, ABERDEEN, ABERDEENSHIRE",AB10 1YL,registered
c0d6de6678be38e7c0d1a11bfcf81053,"C/O  BP ADVANCED MOBILITY LIMITED, CHERTSEY ROAD, SUNBURY ON THAMES, MIDDLESEX",TW16 7BP,registered
34c2e21070ce1969baab75433436bf6a,"CHERTSEY ROAD, SUNBURY ON THAMES, MIDDLESEX, ENGLAND",TW16 7BP,registered
ff2a413e4bad6d8f0c3551b59d33155c,"- CHERTSEY ROAD, SUNBURY ON THAMES, MIDDLESEX",TW16 7BP,registered
110b4f0169e9d15f7aa363a4c9bd2fa4,"CHERTSEY ROAD, SUNBURY ON  THAMES, MIDDLESEX",TW16 7BP,registered
fa4aa72dcd9f437f3f32a922d28ae0dd,"1 ST JAMES'S SQUARE, LONDON",SW1Y 4PD,registered
328bd1357f9de2f2ea77023a4c326499,"2ND FLOOR EASTER DALRY HOUSE, 3 DISTILLERY LANE, EDINBURGH",EH11 2BD,registered
19672bcdb679fe622e078a55d88019fe,"WHITE BUILDING STUDIOS, 1-4 CUMBERLAND PLACE, SOUTHAMPTON, ENGLAND",SO15 2NP,registered
ce93ef22a3b632187c89aa3c00194f53,"ERMYN HOUSE, ERMYN WAY, LEATHERHEAD, SURREY",KT22 8UX,registered
8680f5af925ec3fc981ac1466001e384,"C/O FRP ADVISORY TRADING LIMITED, 2ND FLOOR, 110 CANNON STREET, LONDON",EC4N 6EU,registered
811160affbcd5966e4c554c745bd04a4,"10 UPPER BERKELEY STREET, LONDON",W1H 7PE,registered
0ad5725c79a03ed634dd9a1b9bb16a1e,"PX HOUSE, WESTPOINT ROAD, STOCKTON-ON-TEES, ENGLAND",TS17 6BF,registered
31cd348bfb932905523d4e841fce4302,"4TH FLOOR, NOVA SOUTH, 160, VICTORIA STREET, LONDON, ENGLAND",SW1E 5LB,registered
5a1867cd46f402388eefe7f0ad6f42c5,"Behrenstraße 18, Berlin, Berlin",10117,business
b57b5a53622844368889b356af79f035,"набережная Софийская, дом 26/1, Москва, RU-MOW",115035,registered
da6aad872c670553df7dec04ae986424,"набережная Софийская, 26/1, Москва, RU-MOW",115035,business
8fd159ff94153979770d4aaa5bf0396b,"ул. Беговая, д.3, стр. 1, этаж 26, помещ. 26 A-31,32, Москва, RU-MOW",125284,registered
cb8935b2dbf647f874eb705b31306b7b,"ул. Беговая, д. 3, стр. 1, пом. 26А-31,32, этаж 26, Москва, RU-MOW",125284,business
081a01f56cdb1b0f613935d4f9866a23,"УЛ БЕГОВАЯ, 3, стр. 1, ЭТАЖ 26, ПОМЕЩ. 26D-18, Москва, RU-MOW",125284,registered
eb0f5b10659d85c918ada8308a3c9b34,"УЛ БЕГОВАЯ, Д. 3, СТР. 1, ЭТАЖ 26, ПОМЕЩ. 26D-18, Москва, RU-MOW",125284,business
a7a3ddcca9fa5644db4c17b163b0381a,"35-37 NEW STREET, ST HELIER",JE2 3RA,business
05a586f815af6c0c20392a4ac52953a9,"NORTHCLIFFE HOUSE, 2 DERRY STREET, LONDON, GB-KEC",W8 5TT,business
ac6460bc21f71ba488314bc40fb96466,"C/O CORPORATION SERVICE COMPANY WHICH WILL DO BUSINESS IN CALIFORNIA AS CSC - LAWYERS INCORPORATING, 2710 Gateway Oaks Drive, Suite 150N, SACRAMENTO, California",95833,registered
dd64691596a233ab745b80c5333cfc49,"7515 Gateway Boulevard, Newark, California",94560,business
62e10a10eb58fada1f5949d46003a5e7,"NORTHCLIFFE HOUSE, 2 DERRY STREET, LONDON, GB-LND",W8 5TT,business
f8ceb8f72e461ddaae8345f46607e03b,"SUITE G02 66-67 NEWMAN STREET, FITZROVIA, LONDON, GB-LND",W1T 3EQ,business
2aee63177e9ea48cf267fdf67b07ca52,"NORTHCLIFFE HOUSE, 2 DERRY STREET KENSINGTON, LONDON, GB-LND",W8 5TT,business
38ab2808a7535b8e6c57cf576d4358c8,"NORTHCLIFFE HOUSE, 2 DERRY STREET, LONDON, ENGLAND",W8 5TT,registered
588e27162f310cb01b11cb266b3c104d,"5 BARNFIELD CRESCENT, EXETER, DEVON",EX1 1QT,registered
c4149748a4557133563fc1fdb08cad33,"203 LONGFELLOW ROAD, COVENTRY, WEST MIDLANDS",CV2 5HL,registered
3faeb4022ea84d5b4151b964ba279722,"NORTHCLIFFE HOUSE 2 DERRY STREET, KENSINGTON, LONDON",W8 5TT,registered
922c9a6305171d99f79515f6f19245ff,"31ST FLOOR, 40 BANK STREET, LONDON",E14 5NR,registered
2a79696f705618df335cd8e5c3def77f,"MERIDIAN HOUSE, WHEATFIELD WAY, HINCKLEY, LEICESTERSHIRE",LE10 1YG,registered
1670d59f89438e0800b0a4ab7c448f63,"NORTHCLIFFE HOUSE, 2 DERRY STREET, LONDON",W8 5TT,registered
6afed04c892f1dd30f0709723fb67336,"C/O PRAXIS, 1 POULTRY, LONDON",EC2R 8EJ,registered
223ffa0238acbb5cb8f4bbb1adc9eb1c,"NORTHCLIFFE HOUSE 2 DERRY STREET, KENSINGTON, LONDON, ENGLAND",W8 5TT,registered
0eeccf4129c4181e7a3f539578ffcf9d,"c/o DMGT PENSIONS, DERRY STREET, LONDON",W8 5TT,registered
aba2631d66b7bf538197afc569115706,"NORTHCLIFFE HOUSE, 2 DERRY STREET, KENSINGTON, LONDON",W8 5TT,registered
e6dc7922710c992755d39f82553e0e5a,"C/O DAILY MAIL&GENERAL TRUST PLC, NORTHCLIFFE HOUSE, 2 DERRY STREET, LONDON",W8 5TT,registered
feded9cb0cb67d1a89c08ab2a2b5a371,"5-6 ABBEY COURT EAGLE WAY, SOWTON INDUSTRIAL ESTATE, EXETER, ENGLAND",EX2 7HY,registered
ce7ed3cdb67feee6e26503bd78d503a4,"NORTHCLIFFE HOUSE 2 DERRY STREET, LONDON",W8 5TT,registered
d929f6e05038509aa383db829d69eb4e,"55 WELLS STREET, LONDON, ENGLAND",W1T 3PT,registered
a78a50f1c224d35e6018c01f8179ec31,"NORTHCLIFFE HOUSE, 2 DERRY STREET, KENSINGTON LONDON",W8 5TT,registered
b072c9ba8cd06b99375d4b3e635719cf,"1 TRANLEY MEWS, FLEET ROAD, LONDON, ENGLAND",NW3 2DG,registered
2c732db0a97c17723ee22eec09607f34,"UNIT 1-2 UNIT 1-2, 19A FORTESS GROVE, LONDON, ENGLAND",NW5 2HD,registered
ef25563e7d6615439469ec69a948547a,"SUITE G02, 66-67 NEWMAN STREET, FITZROVIA, LONDON",W1T 3EQ,registered
3e62cc0df73e043ad200b46dad977027,"LEVEL 4, DASHWOOD HOUSE, 69 OLD BROAD STREET, LONDON, ENGLAND",EC2M 1QS,registered
34bd1f4afa3e1a0a16c30038249c1f4d,"1 LONDON BRIDGE STREET, LONDON",SE1 9GF,registered
90a5021e8f4e2ea7481272176f6251a7,"GREAT CAMBRIDGE ROAD, HERTFORDSHIRE",EN8 8DY,registered
